epoch;acc;loss;val_acc;val_loss
0;0.9226250015944243;0.18145847554318606;0.968000003695488;0.07719177659600973
1;0.9652000039815902;0.08855182696133852;0.9752000015974045;0.06800613780273125
2;0.9747250083088875;0.06290279234526679;0.9770000064373017;0.0689209850646148
3;0.9810750100016594;0.04925849411636591;0.9764000004529954;0.07046984484724816
4;0.9843750104308129;0.041573557577212344;0.9772000008821488;0.08659863323904574
5;0.9877500095963478;0.03074322620872408;0.9744000035524368;0.09008427623180978
6;0.9933000060915947;0.018214147269609383;0.9778000038862228;0.09501321301190728
7;0.9955750042200089;0.012392625223728828;0.9788000047206878;0.10513543385119192
8;0.9949250048398972;0.014357937347576809;0.9727999991178513;0.12079698676125872
9;0.9958250039815902;0.01205584141309373;0.9806000030040741;0.08925192435484973
10;0.9972250026464462;0.007531984561960598;0.9804000043869019;0.09910398581498044
11;0.9980250018835067;0.005907871298300052;0.9804000043869019;0.089519690642569
12;0.9985250014066697;0.004757196213213319;0.981400004029274;0.10554567903563111
13;0.9980750016868114;0.005217075217428828;0.978800003528595;0.1012276018445725
14;0.9988500010967255;0.0034084924004673667;0.9792000043392182;0.1083577091551197
15;0.9990500009059906;0.002722220835831877;0.9798000025749206;0.11550790171084287
16;0.9992000007629395;0.002521565894985542;0.9808000046014785;0.10859078028616181
17;0.9991500008106232;0.002487835174369195;0.9800000041723251;0.1243427130373118
18;0.9991750007867813;0.0020446568203699657;0.9814000064134598;0.11391095368240783
19;0.9992750006914138;0.002038279130875651;0.9824000024795532;0.11348199293191556
20;0.9992500007152557;0.0018290241586083767;0.9814000052213668;0.1160396112169522
21;0.9995000004768372;0.0013511218217854548;0.9820000034570694;0.11868996210288785
22;0.9994250005483627;0.001608360864301801;0.98260000705719;0.1151439875049931
23;0.9995750004053116;0.0013931671398974288;0.9820000046491623;0.11876847423384333
24;0.999650000333786;0.0012648414233603943;0.9806000053882599;0.11991253134421911
25;0.9995500004291534;0.0012636352454745746;0.9810000056028366;0.1201032308893342
26;0.9997250002622604;0.0006807532018276419;0.9810000044107438;0.12244984044585508
27;0.9995750004053116;0.000986689958590219;0.9816000038385391;0.12242802249006432
28;0.9998000001907349;0.0006692579426539425;0.9822000044584275;0.12229727480884933
29;0.999650000333786;0.0010427714692688994;0.9806000036001206;0.12544222622783563
30;0.9997000002861023;0.0008759453895574154;0.9820000034570694;0.1230730794764206
31;0.999650000333786;0.0010899153737110368;0.9814000046253204;0.1263479563288466
32;0.9998750001192093;0.000759705242708577;0.9820000034570694;0.1235420447515746
33;0.9997500002384185;0.0008709879718752944;0.9824000030755997;0.12247262914696463
34;0.9997000002861023;0.0008980041902582414;0.9822000032663345;0.12242491146437019
35;0.999825000166893;0.0006131250117274334;0.9820000034570694;0.12263524747504093
36;0.9997500002384185;0.0008561303702618516;0.9822000032663345;0.12477218435036079
37;0.999825000166893;0.0006564455253896995;0.9822000032663345;0.12450904789195691
38;0.9997500002384185;0.0007279734654701642;0.9822000032663345;0.12519715963487002
39;0.9997250002622604;0.0008951232387022401;0.9818000036478043;0.12466212338533339
